requirement_id,model_id,assumption_id,formula_id,parameter_id,task_id,acceptance_id,code_ref,config_ref,test_ref,evidence_ref,status
REQ-SER-001,MOD-003,ASM-003,FORM-001,PARAM-001|PARAM-002|PARAM-003,TASK-A-001,ACC-A-001,Serenity-Alipay/app/core/metrics.py:39,NOT_APPLICABLE,Serenity-Alipay/tests/test_metrics.py:14,Serenity-Alipay/README.md:13,active
REQ-SER-002,MOD-003,ASM-003,FORM-002,PARAM-004,TASK-A-001,ACC-A-001,Serenity-Alipay/app/core/metrics.py:52,NOT_APPLICABLE,Serenity-Alipay/tests/test_risk_gate_regression.py:8,Serenity-Alipay/README.md:12,active
REQ-SER-003,MOD-001,ASM-004,FORM-003,PARAM-005|PARAM-006|PARAM-008|PARAM-010|PARAM-013|PARAM-014|PARAM-018,TASK-A-001,ACC-A-001,Serenity-Alipay/app/core/scoring.py:105,Serenity-Alipay/app/config.py:38,Serenity-Alipay/tests/test_scoring.py:70,Serenity-Alipay/README.md:338,active
REQ-SER-004,MOD-001,ASM-004,FORM-004,PARAM-019|PARAM-020|PARAM-021,TASK-A-001,ACC-A-001,Serenity-Alipay/app/core/scoring.py:44,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,Serenity-Alipay/README.md:347,active
REQ-SER-005,MOD-001,ASM-006,FORM-005,PARAM-015|PARAM-016|PARAM-017|PARAM-022|PARAM-024|PARAM-025,TASK-A-001,ACC-A-002,Serenity-Alipay/app/core/scoring.py:148,Serenity-Alipay/app/config.py:33,Serenity-Alipay/tests/test_risk_gate_regression.py:8,Serenity-Alipay/模型参数文件:9,active
REQ-SER-006,MOD-001,ASM-004,FORM-006,PARAM-012,TASK-A-001,ACC-A-001,Serenity-Alipay/app/core/scoring.py:54,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,Serenity-Alipay/README.md:13,active
REQ-SER-007,MOD-002,ASM-002,FORM-007,PARAM-026|PARAM-027,TASK-A-001,ACC-A-002,Serenity-Alipay/app/core/pipeline.py:191,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:62,Serenity-Alipay/README.md:14,active
REQ-SER-008,MOD-002,ASM-002,FORM-008,PARAM-028|PARAM-029|PARAM-030|PARAM-031|PARAM-032,TASK-A-001,ACC-A-002,Serenity-Alipay/app/core/pipeline.py:204,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,Serenity-Alipay/模型参数文件:17,active
REQ-SER-009,MOD-002,ASM-006,FORM-009,PARAM-033,TASK-A-001,ACC-A-002,Serenity-Alipay/app/core/pipeline.py:220,Serenity-Alipay/app/config.py:35,Serenity-Alipay/tests/test_discipline.py:5,Serenity-Alipay/README.md:14,active
REQ-SER-010,MOD-004,ASM-006,FORM-010,PARAM-034|PARAM-035|PARAM-036|PARAM-037|PARAM-038|PARAM-040|PARAM-041|PARAM-042,TASK-A-001,ACC-A-003,Serenity-Alipay/app/core/comparison.py:128,Serenity-Alipay/app/config.py:36,Serenity-Alipay/tests/test_comparison.py:44,Serenity-Alipay/HANDOFF.md:15,active
REQ-SER-011,MOD-004,ASM-006,FORM-011,PARAM-033|PARAM-039,TASK-A-001,ACC-A-003,Serenity-Alipay/app/core/discipline.py:15,Serenity-Alipay/app/config.py:35,Serenity-Alipay/tests/test_discipline.py:5,Serenity-Alipay/HANDOFF.md:15,active
REQ-SER-012,MOD-005,ASM-005,FORM-012,PARAM-043|PARAM-044|PARAM-045|PARAM-046|PARAM-047|PARAM-048|PARAM-049,TASK-A-001,ACC-A-003,Serenity-Alipay/app/scheduler.py:8,Serenity-Alipay/app/config.py:25,Serenity-Alipay/tests/test_timezones.py:6,Serenity-Alipay/HANDOFF.md:22,active
REQ-SER-GOV-006,MOD-001|MOD-002|MOD-003|MOD-004|MOD-005,ASM-002|ASM-003|ASM-004|ASM-005|ASM-006,FORM-001|FORM-002|FORM-003|FORM-004|FORM-005|FORM-006|FORM-007|FORM-008|FORM-009|FORM-010|FORM-011|FORM-012,PARAM-001|PARAM-002|PARAM-003|PARAM-004|PARAM-005|PARAM-006|PARAM-007|PARAM-008|PARAM-009|PARAM-010|PARAM-011|PARAM-012|PARAM-013|PARAM-014|PARAM-015|PARAM-016|PARAM-017|PARAM-018|PARAM-019|PARAM-020|PARAM-021|PARAM-022|PARAM-023|PARAM-024|PARAM-025|PARAM-026|PARAM-027|PARAM-028|PARAM-029|PARAM-030|PARAM-031|PARAM-032|PARAM-033|PARAM-034|PARAM-035|PARAM-036|PARAM-037|PARAM-038|PARAM-039|PARAM-040|PARAM-041|PARAM-042|PARAM-043|PARAM-044|PARAM-045|PARAM-046|PARAM-047|PARAM-048|PARAM-049,TASK-B-003,ACC-B-003,scripts/validate_semantic_extractors.py,governance/projects.yaml,tests/governance/test_project_governance_validator.py,Serenity-Alipay/docs/governance/formula_registry.yaml,active
REQ-SER-LIFECYCLE-001,MOD-005,ASM-005,FORM-012,NOT_APPLICABLE,S3PCT03,ACC-S3PCT03,Serenity-Alipay/app/core/moomoo_lifecycle.py;Serenity-Alipay/app/core/packaging.py;Serenity-Alipay/scripts/serenity_launchd_tick.sh,Serenity-Alipay/app/config.py,Serenity-Alipay/tests/test_s3pct03_lifecycle.py,governance/stage_gates/s3pc/serenity_lifecycle_matrix.csv;governance/stage_gates/s3pc/serenity_process_cleanup.log;governance/stage_gates/s3pc/serenity_persistence_recovery.log,active
