strategy_id,samples,pass_rate,avg_total_gap,median_total_gap,avg_annualized_gap,avg_drawdown_improvement,avg_strategy_return,avg_buy_hold_return,avg_var_5,avg_cvar_5,avg_turnover,avg_trades,promotion_state,requires_quantlab_exact_rerun,requires_user_approval_before_strategy_library_write
bw92_rsi_35_none_ma_trend_full_atr_96,90,1.0,-0.0157777333076726,-0.0137873365845227,-0.004741498080091,0.0079200111097776,0.2473993893251259,0.2631771226327986,-0.0205847116378612,-0.0330130377134686,3.048973441718249,244.94444444444449,external_candidate,True,True
bw92_boll_or_rsi_none_ma_trend_full_atr_96,90,1.0,-0.0165847539201118,-0.0134983820439597,-0.0049863094136011,0.0074518293314648,0.2465923687126867,0.2631771226327986,-0.0206173835207911,-0.0330229785041236,3.136038263110608,244.77777777777777,external_candidate,True,True
bw92_none_none_ma_trend_full_none,90,0.9888888888888888,-0.0123737063678979,-0.0120943761486059,-0.0016982388012924,0.0111146709508756,0.2508034162649006,0.2631771226327986,-0.0204897880697442,-0.0325500164168438,1.915125037811879,210.1,external_candidate,True,True
bw92_none_none_ma_trend_full_atr_96,90,0.9888888888888888,-0.013549639432464,-0.0125071962600407,-0.0018578892539997,0.011627603531386,0.2496274832003345,0.2631771226327986,-0.0203811396331855,-0.0324701762864749,2.222385087875258,249.86666666666667,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_atr_96,90,0.9888888888888888,-0.0163254466004273,-0.013705747081495,-0.0043555406489493,0.0095328983117538,0.2468516760323712,0.2631771226327986,-0.0204387188604104,-0.0326987372409804,2.795501010136053,249.65555555555557,external_candidate,True,True
bw92_none_none_ma_trend_full_drawdown_90,90,0.9888888888888888,-0.0164736619196734,-0.0155441496199223,-0.0052047597583128,0.0131954059329655,0.2467034607131251,0.2631771226327986,-0.0203780860014737,-0.0322077555504822,2.231512975235863,227.4,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_drawdown_90,90,0.9888888888888888,-0.0178254557718871,-0.014209880157911,-0.0057060796119847,0.0124243500795106,0.2453516668609114,0.2631771226327986,-0.020431532218956,-0.0322804029969238,2.750206308612716,226.8111111111111,external_candidate,True,True
bw92_rsi_35_none_ma_trend_full_none,90,0.9888888888888888,-0.0149846120699142,-0.0118820849589593,-0.00683463044046,0.0049048302477609,0.2481925105628843,0.2631771226327986,-0.0207955271789996,-0.033580677828215,2.9807569908603946,193.55555555555551,external_candidate,True,True
bw92_boll_or_rsi_none_ma_trend_full_none,90,0.9888888888888888,-0.0165117472043598,-0.013721223652932,-0.0072317988285253,0.0040675323596265,0.2466653754284387,0.2631771226327986,-0.0208280414610855,-0.0335973703113961,3.083837150835161,193.11111111111111,external_candidate,True,True
bw92_rsi_35_none_ma_trend_full_drawdown_90,90,0.9888888888888888,-0.0186064867605814,-0.0162603233742518,-0.0081069560014834,0.010773582816699,0.2445706358722171,0.2631771226327986,-0.0205507625728711,-0.0325486480489096,3.027992267836565,217.48888888888888,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_ma60_break_90,90,0.9777777777777776,-0.0217016664693935,-0.0148062111278837,-0.0049947358329401,0.0166504911954891,0.241475456163405,0.2631771226327986,-0.0200567467147439,-0.0318729343106465,4.092730098571942,274.9555555555556,external_candidate,True,True
bw92_none_none_ma_trend_full_ma60_break_90,90,0.9777777777777776,-0.0220406287183284,-0.0146846536749419,-0.0053323827456663,0.0165267551783826,0.2411364939144701,0.2631771226327986,-0.0200567467141861,-0.0318727180831751,4.027919986754583,274.94444444444446,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_none,90,0.9666666666666668,-0.0173091639930682,-0.0137688656542188,-0.0065010981347765,0.0072049073922246,0.2458679586397303,0.2631771226327986,-0.0205569371413274,-0.032997021538958,2.707504530313182,209.42222222222225,external_candidate,True,True
bw92_rsi_35_none_macd_trend_full_none,90,0.9666666666666668,-0.0206871386121382,-0.0108314622952264,-0.0075621860077457,0.0058013855708916,0.2424899840206603,0.2631771226327986,-0.0208272682250525,-0.0336600728800076,7.326823114116864,315.03333333333336,external_candidate,True,True
bw92_boll_or_rsi_none_macd_trend_full_none,90,0.9555555555555556,-0.0222393072028042,-0.0114158994808627,-0.0079591810961016,0.0049484197700894,0.2409378154299943,0.2631771226327986,-0.0208566615107748,-0.0336835410606399,7.5066792850201,312.8,external_candidate,True,True
bw92_rsi_35_none_strong_trend_full_none,90,0.9222222222222224,-0.0278524949404894,-0.0177730138825781,-0.0116579523320319,0.0087099209020531,0.2353246276923091,0.2631771226327986,-0.0203942993197403,-0.0331785346043134,7.094229864567176,401.43333333333334,external_candidate,True,True
