requirement_id,model_id,assumption_id,formula_id,parameter_id,task_id,acceptance_id,code_ref,config_ref,test_ref,evidence_ref,status
REQ-PFI-001,MOD-001,ASM-001;ASM-002;ASM-003,FORM-001,PARAM-001..PARAM-036,TASK-PFI-B-001,ACC-PFI-B-001,PFI/modules/qbvs_lab/qbvs/strategies.py:13,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:61,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-002,MOD-002,ASM-002;ASM-003,FORM-002,PARAM-037..PARAM-045,TASK-PFI-B-001,ACC-PFI-B-001,PFI/modules/qbvs_lab/qbvs/indicators.py:6,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:65,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-003,MOD-003,ASM-001;ASM-002,FORM-003,PARAM-046..PARAM-066,TASK-PFI-B-002,ACC-PFI-B-002,PFI/modules/qbvs_lab/qbvs/backtest.py:11,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:65,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-004,MOD-004,ASM-001;ASM-004,FORM-004,PARAM-067..PARAM-069,TASK-PFI-B-002,ACC-PFI-B-002,PFI/modules/qbvs_lab/qbvs/backtest.py:122,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:76,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-005,MOD-005,ASM-002;ASM-004,FORM-005,PARAM-070..PARAM-105,TASK-PFI-B-003,ACC-PFI-B-003,PFI/modules/qbvs_lab/qbvs/simulation.py:10,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:76,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-006,MOD-006,ASM-001;ASM-002;ASM-004,FORM-006,PARAM-056..PARAM-110,TASK-PFI-B-002,ACC-PFI-B-002,PFI/modules/qbvs_lab/qbvs/validation.py:33,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:84,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-007,MOD-007,ASM-001;ASM-002;ASM-005,FORM-007,PARAM-051..PARAM-113,TASK-PFI-B-004,ACC-PFI-B-004,PFI/modules/qbvs_lab/qbvs/fast.py:14,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:359,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-008,MOD-008,ASM-002;ASM-006,FORM-008,PARAM-114..PARAM-133,TASK-PFI-B-005,ACC-PFI-B-005,PFI/modules/qbvs_lab/qbvs/quality.py:12,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:219,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-009,MOD-009,ASM-001;ASM-002,FORM-009,PARAM-134..PARAM-142,TASK-PFI-B-005,ACC-PFI-B-005,PFI/modules/qbvs_lab/qbvs/tasks.py:18,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:95,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-010,MOD-010,ASM-001;ASM-004,FORM-010,PARAM-143..PARAM-157,TASK-PFI-B-006,ACC-PFI-B-006,PFI/modules/qbvs_lab/qbvs/campaign.py:18,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:219,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-011,MOD-011,ASM-001;ASM-004,FORM-011,PARAM-158..PARAM-167,TASK-PFI-B-006,ACC-PFI-B-006,PFI/modules/qbvs_lab/qbvs/finalists.py:13,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:912,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-012,MOD-012,ASM-001;ASM-002,FORM-012,PARAM-168..PARAM-181,TASK-PFI-B-007,ACC-PFI-B-007,PFI/modules/qbvs_lab/qbvs/datasources.py:63,PFI/modules/qbvs_lab/config/alipay_fund_rule_template.json,PFI/modules/qbvs_lab/tests/test_core.py:572,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-013,MOD-013,ASM-001;ASM-005,FORM-013,PARAM-182..PARAM-190,TASK-PFI-B-008,ACC-PFI-B-008,PFI/modules/qbvs_lab/qbvs/quantlab_bundle.py:19,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:307,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
REQ-PFI-014,MOD-014,ASM-001;ASM-004;ASM-007,FORM-014,PARAM-191..PARAM-200,TASK-PFI-B-009,ACC-PFI-B-009,PFI/modules/qbvs_lab/qbvs/goal_audit.py:17,NOT_APPLICABLE,PFI/modules/qbvs_lab/tests/test_core.py:701,PFI/modules/qbvs_lab/docs/governance/MODEL_SPEC.md,active
